"","class","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
"1","1",-0.129943948053326,0.211806335864031,0.989742640213436,1.03333852833496,2.25148158824588,2.19979409453878,0.630266185469243,2.80239518397196,6.03552780684569,-0.82235292391449
"2","1",-0.0792365291728146,-0.457562188909454,0.478370651915079,0.742774455822165,5.46221143325799,4.86511367264564,3.10545959619408,14.9810225556863,20.5889106841541,0.878430996916827
"3","1",0.154825376501319,-2.20982039074318,1.22259550016377,0.887739581181253,0.896205267890592,1.20271091534313,3.44723890111057,12.4573527828362,14.5478032793606,-1.2835368303603
"4","1",-0.613713693644209,0.871305244430341,3.33486221975627,3.27555080924389,-1.89681894648909,-2.27779849988039,0.566342734562331,-1.50260575499771,-0.504853445634203,0.311072891254607
"5","1",-1.17586248008704,2.06389875527231,1.18184496934021,1.70314768776081,2.17724475786885,2.47876030382692,-0.188599136861785,2.59888603959821,6.78079403118594,-0.796968999421587
"6","1",-2.20383335402409,0.930857375881491,1.13841868486974,0.850853618785399,-1.02439204481028,-0.745273291137798,-0.741243088398499,-0.199331379861183,-0.0937510522135829,1.01258437901906
"7","1",1.13474633562071,0.798188975904837,-0.543183910264361,-0.516500089289576,-3.22497622072925,-2.94983351352507,0.0480725948936447,-3.54331428271634,-7.00964788553099,-0.569597957512332
"8","1",-2.82346580222023,-4.52726248043433,-1.83425778985615,-1.61945909824888,-1.37048714529926,-4.79240108709994,-0.28379687069724,-1.3639613493914,-7.77582153474023,-0.0601999811111259
"9","1",1.48069169291146,1.2680346325178,-1.49991499266833,-1.68318619082433,-0.337139958983512,-1.64850211052224,-2.30222844559027,4.76989967257724,1.43821137123066,-0.370667320389491
"10","1",-2.55660521325428,-1.46441980425678,2.53972779423132,2.35005300444058,-0.721756804729488,-0.661176965756141,-2.87285518483029,7.62737194400929,9.31624798269373,0.82838473596246
"11","1",-1.69142251382894,-2.06755129249984,-0.683168118799986,-0.687954603603846,-2.23387668557981,-1.42199914139018,-1.27174426874068,-0.925897075861403,-3.03585082085543,1.54918538975246
"12","1",1.19480949303215,1.39013330957332,1.81475275507948,2.11141098707447,2.51683159268714,6.32804435918471,0.224536242965748,2.80015508857102,11.2396104348302,0.903470588011499
"13","1",1.23162884378765,3.7476959961363,2.25915979160438,1.81132272690899,-4.13072333350627,-2.92464978205939,-1.85171023359105,-0.63290506068985,-1.74623211584025,-1.91598372593458
"14","1",-1.64784330777219,-1.86109652116912,4.57238841105036,4.8573169125923,2.21565941921402,1.80794272412643,0.510811022504854,2.4928835907416,9.15814322746033,-0.411302565680597
